DEPARTAMENTO,CARGO,SUELDO BRUTO,MES,AÑO
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,7200,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. JOAQUIN BALAGUER,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,DIRECTOR DE SEGURIDAD DE AEROPUERTO (SIERRA-1),90000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SUB-DIRECTOR DISCIPLINARIO,70000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SUB-DIRECTOR DE OPERACIONES,70000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,ENC. DEPTO. DE RECURSOS HUMANOS,35000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,ENC. DIV. DE LA TERMINAL DE CARGA,25000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,ENC. DIV. DE PLANES Y PROGRAMAS,25000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,ENC. SECC. DE EVALUACION,35000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,ENC. SECC. DE INTELIGENCIA,15000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,ENC. SECC. DE INTELIGENCIA,15000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,ENC. SECC. DE PROPIEDADES,15000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,ENC. SECC. DE SEGUIMIENTO,35000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,ENC. SECC. DETECCION DE EXPLOSIVOS,28000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,ENC. SECC. FISCALIZACION,15000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,ENC. SECC. LEGAL AVSEC Y SECRETARIO DEL COMITÉ,20000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,AUX. SECC. DE FISCALIZACION,20300,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,AUXILIAR ADMINISTRATIVA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,AUXILIAR DE SECC. PRUEBAS DE DOPAJE,20300,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,AUXILIAR DE VALIDACION,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,AUXILIAR NIVEL 1 (ABOGADO),14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,AUXILIAR SECC. DE VALIDACION,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,21500,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,19000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,27650,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,27650,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,32650,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SUPERVISOR EN EL C-4,21500,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SUPERVISOR C-3,21500,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SUPERVISOR C-3,21500,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,OPERADOR DEL C-3,25000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,OPERADOR DEL C-3,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,OPERADOR DEL C-3,19500,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,OPERADOR DEL C-3,19500,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,OPERADOR DEL C-3,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,OPERADOR DE RADIO,8500,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,CHOFER NIVEL 1 (VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,COCINERO (A),12500,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,COCINERO (A),12500,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,OFICIAL SUPERVISOR DE SERV. TERMINAL PASAJERO,20000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,20000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE LA ROMANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,DIRECTOR DE SEGURIDAD DE AEROPUERTO (SIERRA-1),120000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,SUB-DIRECTOR DISCIPLINARIO,70000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,SUB-DIRECTOR DE OPERACIONES,70000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,SUB-DIRECTOR DE INTELIGENCIA,70000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,SUB-DIRECTOR DE RECURSOS HUMANOS,70000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,SUB-DIRECTOR TERMINAL DE CARGA,70000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,SUB-DIRECTOR TERMINAL DE CARGA,70000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,ENC. DIV. DE INTELIGENCIA,25000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,ENC. DIV. DE TERMINAL DE CARGA,25000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,ENC. DIVISION DE PLANES Y PROGRAMAS (S-3A),25000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,SUB-ENCARGADO TERMINAL DE CARGA,25000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,SUB-ENCARGADO TERMINAL DE CARGA,25000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,ENC. SECC. CENTRO DE COMANDO CONTROL C-4,21500,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,ENC. SECC. DE ENTRENAMIENTO,25000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,ENC. SECC. DE EVALUACION,21500,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,ENC. SECC. DE INTELIGENCIA,15000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,ENC. SECC. DE INTELIGENCIA,30000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,ENC. SECC. DE PROPIEDADES,21500,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,ENC. SECC. DE RECURSOS HUMANOS,15000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,ENC. SECC. DE SEGUIMIENTO,21500,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,ENC. SECC. DE SOPORTE TECNICO Y MANTENIMIENTO C-4,30000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,ENC. SECC. DE VALIDACION,15000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,ENC. SECC. DETECC. EXPLOS. K-9,28000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,ENC. SECC. LEGAL AVSEC Y SECRETARIO DEL COMITÉ,20000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,ENC. SECCION DE FISCALIZACIÓN,16840,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,ENC. UNIDAD DE COMUNICACIONES,10000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,AUX. SECC. FISCALIZACION,13500,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,AUXILIAR DE INTELIGENCIA,30000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,AUXILIAR DE LA SUB-DIRECCION DE OPERACIONES AVSEC,35000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,AUXILIAR DE PRUEBA DE DOPAJE,15000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,AUXILIAR DIV. DE EVALUACION DE CERTIFICACION,30000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,AUXILIAR SUB-DIRECCION DE INTELIGENCIA,14000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,AUXILIAR SUB-DIRECCION DE INTELIGENCIA,25000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,AUXILIAR SUB-DIRECCION DE OPERACIONES AVSEC,35000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,GERENTE AVSEC,25000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,21500,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,21500,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,21500,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,19000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,19000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,19000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,19000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,30000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,30000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,35000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,32650,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,34500,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,32650,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,35000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,35000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,SUPERVISOR AVSEC,21500,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,SUPERVISOR AVSEC,21500,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,OPERADOR C-3,14000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,OPERADOR C-3,14000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,OPERADOR C-3,30000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,OPERADOR DEL C-3,14000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,OPERADOR DEL C-3,30000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,OPERADOR DEL C-3,30000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,OPERADOR DE RADIO,25000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,MEDICO DE SERV. SEDE PRINCIPAL,20300,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,BIOANALISTA,20300,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,BIOANALISTA,20300,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,AYUDANTE DEL DIRECTOR DE SEGURIDAD,30000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,COCINERO (A),12500,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,COCINERO (A),10000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE PUNTA CANA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
