DEPARTAMENTO,CARGO,SUELDO BRUTO,MES,AÑO
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,ENC. SECC. DE INFORMATICA,25000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,ENC. SECC. DE LA BIBLIOTECA,23000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,ENC. SECC. DE LOGISTICA,15000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,ENC. SECC. DE MANTENIMIENTO,15000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,ENC. SECC. DE RECUROS HUMANOS,23500,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,ENC. SECC. REG. Y ARCHIVO,23000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,ENCARGADA SECCION DE ADMISION Y REGISTRO,23000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,INSTRECTOR (A),23500,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,INSTRUCTOR (A),23000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,INSTRUCTOR (A),23000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,INSTRUCTOR (A),23500,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,INSTRUCTOR AVSEC,23000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,INSTRUCTOR AVSEC,23000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,INSTRUCTOR AVSEC,30500,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,INSTRUCTOR AVSEC,25000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,INSTRUCTOR AVSEC,35000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,INSTRUCTOR AVSEC,40000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,INSTRUCTOR AVSEC,30000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,MONITOR E INSTRUCTOR MATERIA MILITARES,22500,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,INSTRUCTOR DE INGLES,20000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,INSTRUCTOR DE INGLES,45000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,MONITORA DEL CURSO INGLES INT.,23500,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,DISEÑADOR GRAFICO,20300,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,SERVICIO DE SEGURIDAD AEROPORTUARIA,35500,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,SERVICIO DE SEGURIDAD AEROPORTUARIA,30500,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,SERVICIO DE SEGURIDAD AEROPORTUARIA,20300,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,INSTRUCTOR AVSEC,0,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,INSTRUCTOR AVSEC,0,Mayo,2026
DIRECCION DE LA ESCUELA DE SEG. DE LA AV. CIV.,INSTRUCTOR AVSEC,0,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,DIRECTOR DE CONTROL DE CALIDAD,90000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,SUB-DIRECTOR CONTR.DE CALIDAD,70000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,ENC. DEPTO. ADMINISTRATIVA,35000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,ENC. DEPTO. ANALISIS Y CONTROL AVSEC,35000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,ENC. DEPTO. DE INSPECTORES NACIONALES AVSEC,35000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,ENC. DEPTO. PROGRAMACION AVSEC,35000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,ENC. DIV. DE ACTIVIDADES NO PROGRAMADAS,25000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,ENC. DIV. DE COORDINACION Y SIGUIM. AVSEC,28000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,ENC. DIV. DE SUP. Y COORD. DE ACTIV. DE CONTROL,28000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,ENC. SECC. DE DIGITALIZACION Y ARCHIVO,15000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,ENC. SECC. DE DOCUMT. Y REGISTRO,15000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,ENC. SECC. DE ENTRENAMIENTO,28000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,ENC. SECC. DE RECOPILACION Y ANALISI DE INFORMACION,28000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,AUX. SECC. SEGUIMIENTO,28000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,AUX.SECC.LECIONES APREN.AVSEC,28000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,AUXILIAR DEPTO. ADMINISTRATIVO,10000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,INSPECTOR NACIONAL,28000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,INSPECTOR NACIONAL,28000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,INSPECTOR NACIONAL,28000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,INSPECTOR NACIONAL,28000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,INSPECTOR NACIONAL,28000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,INSPECTOR NACIONAL,28000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,INSPECTOR NACIONAL,28000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,INSPECTOR NACIONAL,28000,Mayo,2026
DIRECCION DE CONTROL DE CALIDAD AVSEC,DOCUMENTOS Y REGISTRO,15000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,DIRECTOR DE ACREDITACION Y CERTIFICACION,90000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,SUB-DIRECTOR DE ACREDITACION Y CERTIFICACION,70000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,ENC. DEPTO DE CERTIFICACION,35000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,ENC. DEPTO. DE ACREDITACION,35000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,ENC. DEPTO. REV. Y ANALIS. PSEA,35000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,ENC. DIV. DE CONTROL DOCUMENTACION Y SOLICITUDES,25000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,ENC. DIV. ADMINISTRATIVA,25000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,ENC. DIV. DE ACREDITACION,25000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,ENC. DIV. DE EMISION DE LICENCIA,25000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,ENC. DIV. DE EVALUACION DE CERTIFICACION DEL PERSONAL AVSEC,25000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,ENC. DIV. DE REVISION Y ANALI. PSEA,25000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,ENC. DIV. REGISTRO Y CONTROL DOCUME,25000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,ENC. SECC. DE EMISION DE LICENCIA,21500,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,ENC. SECC. DE PROGRAMACION CERTIFICACION AVSEC,32650,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,ENC. SECC. DE REGISTRO Y CONTROL DE EXAMENES,25000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,ENC. SECC. DE REVISION DE PROGRA. DE SEG,21500,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,"ENC. SECC. DE VERIFICACION DE INSTALACIONES, PROCEDIM",25000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,ENC. SECC. EVALUACION DE ACREDITACION,25000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,ENC. SECC. REGISTRO Y CONTROL DE BASE DE DATOS,32650,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,ENC. SECC. SEGUIMIENTO,21500,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,AUXI. DE DIV. DE EVALUACION DE CERTIFICACION,30000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,AUXI. DE DIV. DE EVALUACION DE CERTIFICACION,30000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,AUXI. DIV. DE REGISTRO Y CONTROL DE DOCUMENTOS,30000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,AUXI. DIV. REVISION Y ANALISIS PROG. PSEA,21500,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,AUXILIAR DE LA DIV. REVISION Y ANALISIS DE LOS PSEA,30000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,AUXILIAR DIV. DE REGISTRO Y CONTROL DE DOCUMENTOS,25000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,AUXILIAR DIV. REVISION Y ANALISIS PSEA,30000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,AUXILIAR DIV.REVISCION Y ANALISIS PSEA,21500,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,AUXILIAR MEDICO,21000,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,AUXILIAR SECC. DE EMISION DE LICENCIA DE CERTIF.,21500,Mayo,2026
DIRECCION DE ACREDITACION Y CERTIFICACION,DIGITADOR,25000,Mayo,2026
DIRECCION FINANCIERA,DIRECTOR FINANCIERO,90000,Mayo,2026
DIRECCION FINANCIERA,SUB-DIRECTOR DE CONTABILIDAD,70000,Mayo,2026
DIRECCION FINANCIERA,ENC. DEPTO. DE ADMINISTRATIVO,35000,Mayo,2026
DIRECCION FINANCIERA,ENC. DEPTO. DE FISCALIZACION,35000,Mayo,2026
DIRECCION FINANCIERA,ENC. DEPTO. DE PRESUPUESTO,35000,Mayo,2026
DIRECCION FINANCIERA,ENC. DIV. CUENTAS POR COBRAR,25000,Mayo,2026
DIRECCION FINANCIERA,ENC. DIV. DE CUENTA POR PAGAR,25000,Mayo,2026
DIRECCION FINANCIERA,ENC. DIV. DE FISCALIZACION,25000,Mayo,2026
DIRECCION FINANCIERA,ENC. DIV. DE TESORERIA,25000,Mayo,2026
DIRECCION FINANCIERA,ENC. SECC. DE CAJA CENTRAL,15000,Mayo,2026
DIRECCION FINANCIERA,AUXILIAR DE CONTABILIDAD,25000,Mayo,2026
DIRECCION FINANCIERA,SERVICIO DE SEGURIDAD AEROPORTUARIA,35000,Mayo,2026
DIRECCION FINANCIERA,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
DIRECCION FINANCIERA,SERVICIO DE SEGURIDAD AEROPORTUARIA,0,Mayo,2026
DIRECCION DE INTELIGENCIA,DIRECTOR DE INTELIGENCIA,90000,Mayo,2026
DIRECCION DE INTELIGENCIA,SUB-DIRECTOR DE OPERACIONES DE INTELIGENCIA,70000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENC. DEPTO. ADMINISTRATIVA,35000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENC. DEPTO. DEPURACION Y VALIDACION,35000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENC. DEPTO. EVALUACION DE LA AMENAZA Y RIESGO,35000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENC. DIV. DE CONTRAINTELIGENCIA Y MANEJO DE FUENTES,25000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENC. DIV. DE EVALUACION,25000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENC. DIV. DE INTELIGENCIA,25000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENC. DIV. DE RECOPILACION DE INFORMACION,25000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENC. DIV. DE VALIDACION,25000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENC. DIV. DEPURACION Y BASES DE DATOS,25000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENC. SECC. DE ANALISIS,15000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENC. SECC. DE BASES DE DATOS,30000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENC. SECC. DE DEPURACION,25000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENC. SECC. DE DEPURACION,15000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENC. SECC. DE ESTADISTICA,15000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENC. SECC. DE EVALUACION DE LA AMENAZA,25000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENC. SECC. DE INVESTIGACIONES,15000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENC. SECC. DE PUNTO DE CONTACTO,15000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENC. SECC. DE VALIDACION,30000,Mayo,2026
DIRECCION DE INTELIGENCIA,AUX. ENC. SECC. PUNTO CONTACTO,25000,Mayo,2026
DIRECCION DE INTELIGENCIA,AUXILIAR DE INTELIGENCIA TERMINAL A,25000,Mayo,2026
DIRECCION DE INTELIGENCIA,AUXILIAR DE LA SECC. DE VALIDACION,30000,Mayo,2026
DIRECCION DE INTELIGENCIA,AUXILIAR DE SECC. DE EVALUACION,30000,Mayo,2026
DIRECCION DE INTELIGENCIA,AUXILIAR DE VALIDACION,14000,Mayo,2026
DIRECCION DE INTELIGENCIA,AUXILIAR SECC. DE ESTADISTICA,25000,Mayo,2026
DIRECCION DE INTELIGENCIA,AUXILIAR SECC. DE PUNTO DE CONTACTO,14000,Mayo,2026
DIRECCION DE INTELIGENCIA,AUXILIAR SECC. DE PUNTO DE CONTACTO,30000,Mayo,2026
DIRECCION DE INTELIGENCIA,AUXILIAR SECC. DE VIGILACIA Y MONITOREO ELECTRONICO,30000,Mayo,2026
DIRECCION DE INTELIGENCIA,AUXILIAR SECC. DE VIGILANCIA Y MONITOREO ELECTRONICO,25000,Mayo,2026
DIRECCION DE INTELIGENCIA,AUXILIAR SECC. VIGILANCIA Y MONITOREO ELECTRICO,25000,Mayo,2026
DIRECCION DE INTELIGENCIA,AUXILIAR SUB-DIRECCION DE INTELIGENCIA,14000,Mayo,2026
DIRECCION DE INTELIGENCIA,ENLACE ENTRE J-2 Y EL CESAC,15000,Mayo,2026
DIRECCION DE INTELIGENCIA,CHOFER NIVEL 1 (VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
DIRECCION DE INTELIGENCIA,SERVICIO DE SEG. AEROPORTUARIA,14000,Mayo,2026
DIRECCION DE INTELIGENCIA,SERVICIO DE SEG. AEROPORTUARIA,14000,Mayo,2026
DIRECCION DE INTELIGENCIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
DIRECCION DE INTELIGENCIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,21000,Mayo,2026
DIRECCION DE INTELIGENCIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
DIRECCION DE INTELIGENCIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
DIRECCION DE INTELIGENCIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
DIRECCION DE INTELIGENCIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
DIRECCION DE INTELIGENCIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
DIRECCION DE INTELIGENCIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
DIRECCION DE ASUNTOS INTERNOS,DIRECTOR DE ASUNTOS INTERNOS,90000,Mayo,2026
DIRECCION DE ASUNTOS INTERNOS,SUB-DIRECTOR DE ASUNTOS INTERNOS,70000,Mayo,2026
DIRECCION DE ASUNTOS INTERNOS,ENC. DEPTO. ADMINISTRATIVA,35000,Mayo,2026
DIRECCION DE ASUNTOS INTERNOS,ENC. DEPTO. DE INVESTIGACION,35000,Mayo,2026
DIRECCION DE ASUNTOS INTERNOS,ENC. SECC. CORRESPONDENCIA Y ARCHIVO,30000,Mayo,2026
DIRECCION DE ASUNTOS INTERNOS,ENC. SECC. DE CASOS INTERNOS,25000,Mayo,2026
DIRECCION DE ASUNTOS INTERNOS,AUXILIAR OFICIAL DE CASOS INTERINSTITUCIONALES,17500,Mayo,2026
DIRECCION DE ASUNTOS INTERNOS,DIGITADORA,15000,Mayo,2026
DIRECCION DE ASUNTOS INTERNOS,OFICIAL DE CASOS INTERINSTITUCIONALES,15000,Mayo,2026
DIRECCION DE RELACIONES PUBLICAS,DIRECTOR DE RELACIONES PUBLICAS,90000,Mayo,2026
DIRECCION DE RELACIONES PUBLICAS,SUB-DIRECTOR DE RELACIONES PUBLICAS,70000,Mayo,2026
DIRECCION DE RELACIONES PUBLICAS,ENC. DEPTO. ADMINISTRATIVA,35000,Mayo,2026
DIRECCION DE RELACIONES PUBLICAS,ENC. DEPTO. DE IMAGEN INSTITUCIONAL,35000,Mayo,2026
DIRECCION DE RELACIONES PUBLICAS,"ENC. DIV. DE SERVICIO AL CLIENTE, PROTOCOLO Y EVENTOS",25000,Mayo,2026
DIRECCION DE RELACIONES PUBLICAS,ENC. DIV. EVALU. SATIF. DEL CLIENTE,35000,Mayo,2026
DIRECCION DE RELACIONES PUBLICAS,ENC. SECC. DE PRENSA,15000,Mayo,2026
DIRECCION DE RELACIONES PUBLICAS,AUXILIAR DE PROTOCOLO,12000,Mayo,2026
DIRECCION DE RELACIONES PUBLICAS,AUXILIAR DE PROTOCOLO,12500,Mayo,2026
DIRECCION DE RELACIONES PUBLICAS,AUXILIAR DE PROTOCOLO,12500,Mayo,2026
DIRECCION DE RELACIONES PUBLICAS,AUXILIAR DE PROTOCOLO Y EVENTOS,14000,Mayo,2026
DIRECCION DE RELACIONES PUBLICAS,AUXILIAR DE PROTOCOLO Y EVENTOS,14000,Mayo,2026
DIRECCION DE RELACIONES PUBLICAS,AUXILIAR DE PROTOCOLO Y EVENTOS,14000,Mayo,2026
DIRECCION DE RELACIONES PUBLICAS,EDITOR AUDIOVISUAL,20500,Mayo,2026
DIRECCION DE RELACIONES PUBLICAS,EDITORA AUDIOVISUAL,15000,Mayo,2026
DIRECCION DE RELACIONES PUBLICAS,ENC. DIV. DE PRENSA Y PUBLICIDAD,25000,Mayo,2026
DIRECCION DE DOCTRINA Y ENLACE EXTERIOR,DIRECTOR DE DOCTRINA Y ENLACE EXTERIOR,90000,Mayo,2026
DIRECCION DE DOCTRINA Y ENLACE EXTERIOR,SUB-DIRECTOR DE DOCTRINA Y ENLACE EXTERIOR,70000,Mayo,2026
DIRECCION DE DOCTRINA Y ENLACE EXTERIOR,ENC. DEPTO. ADMINISTRATIVA,35000,Mayo,2026
DIRECCION DE DOCTRINA Y ENLACE EXTERIOR,ENC. DIV. ASUNTO INTERINST. E INTERNACIONALES,25000,Mayo,2026
DIRECCION DE DOCTRINA Y ENLACE EXTERIOR,ENC. DIV. DE DOCTRINA,25000,Mayo,2026
DIRECCION DE DOCTRINA Y ENLACE EXTERIOR,ENC. DIV. DE DOCTRINA,15000,Mayo,2026
DIRECCION DE DOCTRINA Y ENLACE EXTERIOR,ENC.PLAN COMUNIC. NORMA ISO,24000,Mayo,2026
DIRECCION DE DOCTRINA Y ENLACE EXTERIOR,SERVICIO DE SEGURIDAD AEROPORTUARIA,7200,Mayo,2026
DIRECCION ADMINISTRATIVA,DIRECTOR ADMINISTRATIVO,90000,Mayo,2026
DIRECCION ADMINISTRATIVA,SUB-DIRECTOR ADMINISTRATIVO,70000,Mayo,2026
DIRECCION ADMINISTRATIVA,SUB-DIRECTOR DE COMPRAS,70000,Mayo,2026
DIRECCION ADMINISTRATIVA,SUB-DIRECTOR DE TRANSPORTACION,70000,Mayo,2026
DIRECCION ADMINISTRATIVA,ENC. DEPTO. ADMINISTRATIVA,35000,Mayo,2026
DIRECCION ADMINISTRATIVA,ENC. DEPTO. DE ABASTECIMIENTO,35000,Mayo,2026
DIRECCION ADMINISTRATIVA,ENC. DEPTO. DE CONTROL PROPIEDADES,35000,Mayo,2026
DIRECCION ADMINISTRATIVA,ENC. DIV. DE ALMACEN,25000,Mayo,2026
DIRECCION ADMINISTRATIVA,ENC. DIV. DE COMBUSTIBLE Y LIBRUCANTES,25000,Mayo,2026
DIRECCION ADMINISTRATIVA,ENC. DIV. DE COMPRAS,25000,Mayo,2026
DIRECCION ADMINISTRATIVA,ENC. DIV. DE LAVANDERIA,25000,Mayo,2026
DIRECCION ADMINISTRATIVA,ENC. SECC. ADMINISTRATIVA,15000,Mayo,2026
DIRECCION ADMINISTRATIVA,ENC. SECC. ADMINISTRATIVA,15000,Mayo,2026
DIRECCION ADMINISTRATIVA,ENC. SECC. DE ARMERIA,15000,Mayo,2026
DIRECCION ADMINISTRATIVA,ENC. SECC. DE CONTRATOS ORDINARIOS,15000,Mayo,2026
DIRECCION ADMINISTRATIVA,ENC. SECC. DE PROPIEDADES,15000,Mayo,2026
DIRECCION ADMINISTRATIVA,ENC. SECC. DE SUMINISTRO DE ALMACEN,15000,Mayo,2026
DIRECCION ADMINISTRATIVA,ENC. SECC. DEL SISTEMA DE ADMINISTRACION DE BIENES (SIAB),15000,Mayo,2026
DIRECCION ADMINISTRATIVA,ENC. SECC. REPARACIONES MANTENIMIENTO,15000,Mayo,2026
DIRECCION ADMINISTRATIVA,ENC.SECC. DE COMPRAS Y LICIT.,45000,Mayo,2026
DIRECCION ADMINISTRATIVA,UNIDAD AUX. DE LAVADO,12500,Mayo,2026
DIRECCION ADMINISTRATIVA,AUXILIAR DE EMPAQUE,30000,Mayo,2026
DIRECCION ADMINISTRATIVA,AUXILIAR DE LAVADO,16000,Mayo,2026
DIRECCION ADMINISTRATIVA,AUXILIAR DE MECANICO,15000,Mayo,2026
DIRECCION ADMINISTRATIVA,AUXILIAR DE RECEP. Y DESPACHO LAVANDERIA,15000,Mayo,2026
DIRECCION ADMINISTRATIVA,AUXILIAR SECC. DE COMPRA,15000,Mayo,2026
DIRECCION ADMINISTRATIVA,ADMINISTRADOR DE REDES Y COM. C-4,45000,Mayo,2026
DIRECCION ADMINISTRATIVA,TECNICO EN REFRIGERACION AUTOMOTRIZ,15000,Mayo,2026
DIRECCION ADMINISTRATIVA,DESABOLLADOR,15000,Mayo,2026
DIRECCION ADMINISTRATIVA,DIGITADOR,25000,Mayo,2026
DIRECCION ADMINISTRATIVA,ASISTENTE DE ALMACEN,15000,Mayo,2026
DIRECCION ADMINISTRATIVA,ASISTENTE DE ALMACEN,30000,Mayo,2026
DIRECCION ADMINISTRATIVA,CHOFER NIVEL 1 ( VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
DIRECCION ADMINISTRATIVA,CHOFER NIVEL 1 ( VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
DIRECCION ADMINISTRATIVA,CHOFER NIVEL 1 ( VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
DIRECCION ADMINISTRATIVA,CHOFER NIVEL 1 ( VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
DIRECCION ADMINISTRATIVA,CHOFER NIVEL 1 ( VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
DIRECCION ADMINISTRATIVA,CHOFER NIVEL 1 ( VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
DIRECCION ADMINISTRATIVA,CHOFER NIVEL 1 ( VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
DIRECCION ADMINISTRATIVA,CHOFER NIVEL 1 ( VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
DIRECCION ADMINISTRATIVA,CHOFER NIVEL 1 ( VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
DIRECCION ADMINISTRATIVA,CHOFER NIVEL 1 (VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
DIRECCION ADMINISTRATIVA,CHOFER NIVEL 1 (VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
DIRECCION ADMINISTRATIVA,CHOFER NIVEL 1 (VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
DIRECCION ADMINISTRATIVA,CHOFER NIVEL 1 (VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
DIRECCION ADMINISTRATIVA,CHOFER NIVEL 1 (VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
DIRECCION ADMINISTRATIVA,CHOFER NIVEL 1 (VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),25000,Mayo,2026
DIRECCION ADMINISTRATIVA,CHOFER NIVEL 1 (VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
DIRECCION ADMINISTRATIVA,CHOFER NIVEL 1 (VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
DIRECCION ADMINISTRATIVA,CHOFER NIVEL 1 (VEHICULOS PESADOS Y TRANSPORTE COLECTIVO),20000,Mayo,2026
